Project_ID,Line_of_Business,Region,Country_Code,Forecast_Cost,Estimated_Sell_Price,Change_Order_Cost,Change_Order_Sell_Price,Final_Cost,Final_Sell_Price,Estimated_Duration_Days,Delays_Days,Final_Duration_Days,Tier,Risks_registered,Risks prevented
PRJ-1053,Energy,Oceania,NZ,3378592,2644228.49,778566.42,1162804.12,4157158.42,3807032.61,1750,304,2054,Tier 3,2,2
PRJ-1054,Install,North America,US,3129451,3474421.04,431352.18,633681.76,3560803.18,4108102.8,357,7,364,Tier 3,10,4
PRJ-1055,Energy,Europe,DE,4577742,4565495.58,150389.04,152324.85,4728131.04,4717820.43,92,18,110,Tier 3,8,8
PRJ-1056,Service,South America,BR,225310,281337.54,66971.12,75282.67,292281.12,356620.22,246,14,260,Tier 4,6,1
PRJ-1057,Install,Oceania,AU,353192,530907.25,29633.78,44366.02,382825.78,575273.27,70,10,80,Tier 4,6,0
PRJ-1058,Install,Europe,FR,3943833,6457926.75,550854.55,802883.75,4494687.55,7260810.5,821,67,888,Tier 3,8,1
PRJ-1059,Install,North America,US,144649,178975.63,2522.63,2729.9,147171.63,181705.53,284,1,285,Tier 5,8,5
PRJ-1060,Install,South America,BR,4636048,7439826.26,644305.04,934024.95,5280353.04,8373851.2,25,0,25,Tier 2,4,1
PRJ-1061,Energy,Africa,ZA,837896,862697.19,181936.72,264289.08,1019832.72,1126986.26,623,109,732,Tier 3,3,1
PRJ-1062,Energy,Africa,ZA,1129027,1331163.2,235545.79,251221.33,1364572.79,1582384.53,1393,118,1511,Tier 3,6,5
PRJ-1063,Energy,Asia,JP,3585558,4872156.1,340822.84,398366.29,3926380.84,5270522.39,1605,307,1912,Tier 3,0,0
PRJ-1064,Service,Europe,DE,665083,798013.72,164584.62,166844.22,829667.62,964857.93,504,27,531,Tier 4,4,3
PRJ-1065,Energy,Asia,JP,325200,372484.72,97226.75,140073.51,422426.75,512558.22,137,26,163,Tier 4,3,2
PRJ-1066,Install,Oceania,NZ,3398426,3947429.48,480449.46,642860.99,3878875.46,4590290.47,1410,127,1537,Tier 3,6,2
PRJ-1067,Install,Asia,CN,1581333,1303659.26,442040.25,622299.93,2023373.25,1925959.19,773,119,892,Tier 3,5,1
PRJ-1068,Service,Oceania,NZ,407684,362070.77,117714.2,154554.06,525398.2,516624.84,1823,95,1918,Tier 4,6,3
PRJ-1069,Energy,North America,MX,452240,386348.51,13994.61,15369.75,466234.61,401718.26,1470,210,1680,Tier 4,9,8
PRJ-1070,Energy,North America,MX,572650,552736.54,46640.35,60461.9,619290.35,613198.44,321,40,361,Tier 4,6,1
PRJ-1071,Energy,Oceania,NZ,639786,537956.61,42853.26,53589.72,682639.26,591546.33,696,58,754,Tier 4,2,2
PRJ-1072,Service,Oceania,NZ,250428,246026.35,21847.13,25864.39,272275.13,271890.75,647,17,664,Tier 4,1,1
PRJ-1073,Service,North America,MX,4094786,6440195.06,600545.42,831193.99,4695331.42,7271389.05,1642,127,1769,Tier 3,4,1
PRJ-1074,Energy,Oceania,AU,3594607,2861544.19,203600,209853.6,3798207,3071397.79,1563,173,1736,Tier 3,0,0
PRJ-1075,Service,North America,US,1186971,2125180.54,310225.28,447492.38,1497196.28,2572672.92,871,3,874,Tier 3,6,3
PRJ-1076,Service,North America,US,2043039,2739641.29,217034.21,309919.88,2260073.21,3049561.17,1080,111,1191,Tier 3,8,3
PRJ-1077,Service,Asia,JP,3088237,3237676.46,631400.78,731735.73,3719637.78,3969412.19,1739,14,1753,Tier 3,10,6
PRJ-1078,Service,Europe,FR,1879945,1190693.95,118097.34,169351.1,1998042.34,1360045.05,1089,86,1175,Tier 3,4,1
PRJ-1079,Service,North America,US,1654001,1840128.06,410534.69,547313.37,2064535.69,2387441.43,401,10,411,Tier 3,4,0
PRJ-1080,Energy,Oceania,NZ,3929120,6224806.33,468782.59,490149.06,4397902.59,6714955.38,783,25,808,Tier 3,6,5
PRJ-1081,Energy,Asia,JP,4038421,6107980.85,915713.21,917659.83,4954134.21,7025640.68,1350,114,1464,Tier 3,1,1
PRJ-1082,Install,South America,AR,2310746,3454854.62,120160.51,173637.29,2430906.51,3628491.92,262,1,263,Tier 3,6,6
PRJ-1083,Service,Oceania,AU,2941288,3292347.01,12681.51,18033.69,2953969.51,3310380.7,1333,48,1381,Tier 3,5,2
PRJ-1084,Energy,South America,BR,3834685,2320191.66,918915.24,997799.01,4753600.24,3317990.67,1636,49,1685,Tier 3,3,2
PRJ-1085,Service,Africa,ZA,4001613,4089926.05,381090.19,562388.96,4382703.19,4652315.01,926,9,935,Tier 3,9,8
PRJ-1086,Install,Oceania,AU,1687100,2631230.62,383286.41,501258.35,2070386.41,3132488.98,1650,11,1661,Tier 3,0,0
PRJ-1087,Energy,Europe,FR,1527899,1341668.28,79158.82,104923.94,1607057.82,1446592.22,51,1,52,Tier 3,2,0
PRJ-1088,Service,North America,MX,167459,189377.17,18833.54,24374.13,186292.54,213751.3,1003,15,1018,Tier 5,0,0
PRJ-1089,Energy,South America,AR,1423361,1672107.69,340866.75,502058.94,1764227.75,2174166.62,141,27,168,Tier 3,10,4
PRJ-1090,Service,South America,BR,2601377,3882384,698779.7,828894.19,3300156.7,4711278.19,1049,78,1127,Tier 3,4,1
PRJ-1091,Energy,Asia,CN,3039194,3247464.14,493695.11,729307.46,3532889.11,3976771.6,1407,263,1670,Tier 3,10,2
PRJ-1092,Service,North America,US,3085364,3197872.38,630491.44,663096.5,3715855.44,3860968.88,596,32,628,Tier 3,2,2
PRJ-1093,Energy,North America,MX,690544,866200.06,129424.33,170024.34,819968.33,1036224.4,510,11,521,Tier 4,8,8
PRJ-1094,Energy,South America,AR,2500459,2360789.65,475257.97,686210.91,2975716.97,3047000.56,1277,77,1354,Tier 3,3,1
PRJ-1095,Service,Oceania,AU,128931,123702.74,21679.23,27646.34,150610.23,151349.08,440,10,450,Tier 5,5,5
PRJ-1096,Install,South America,BR,2098202,1972158.78,180131.73,221647.48,2278333.73,2193806.26,1476,208,1684,Tier 3,9,0
PRJ-1097,Energy,Europe,FR,2408910,3698733.84,492060.66,635465.67,2900970.66,4334199.51,1597,80,1677,Tier 3,4,3
PRJ-1098,Energy,North America,US,3216899,4731097.46,863657.11,1024801.45,4080556.11,5755898.91,1203,70,1273,Tier 3,3,3
PRJ-1099,Energy,Asia,JP,4010247,7104947.71,685200.28,937244.05,4695447.28,8042191.77,731,60,791,Tier 3,6,3
PRJ-1100,Energy,North America,US,1646256,2884513.34,109690.46,157159.88,1755946.46,3041673.22,1822,6,1828,Tier 3,7,6
PRJ-1101,Install,South America,AR,1926816,3002108.31,57055.66,84064.72,1983871.66,3086173.03,1459,101,1560,Tier 3,4,1
PRJ-1102,Energy,Europe,FR,4483742,5946487.15,661080.78,865406.89,5144822.78,6811894.04,1639,189,1828,Tier 2,4,4
PRJ-1103,Install,Asia,JP,2204021,2364238.59,161942.5,169804.93,2365963.5,2534043.53,1148,112,1260,Tier 3,5,5
PRJ-1104,Energy,South America,AR,2493880,3596968.89,727928.23,1056877.86,3221808.23,4653846.75,1186,128,1314,Tier 3,10,10
PRJ-1105,Energy,Europe,DE,1883355,2144663.96,98032.86,115607.98,1981387.86,2260271.94,1076,167,1243,Tier 3,7,1
PRJ-1106,Install,Asia,JP,3383211,5489000.84,387627.56,551718.3,3770838.56,6040719.14,349,68,417,Tier 3,9,3
PRJ-1107,Service,South America,AR,1215608,1310532.81,152876.11,196954.04,1368484.11,1507486.85,1587,186,1773,Tier 3,1,0
PRJ-1108,Install,Asia,CN,2544831,2994877.25,246131.9,330713.67,2790962.9,3325590.92,829,59,888,Tier 3,6,0
PRJ-1109,Energy,South America,BR,1052933,1150099.73,24288.97,32469.59,1077221.97,1182569.32,264,24,288,Tier 3,1,0
PRJ-1110,Energy,North America,MX,4162736,4341350.04,789420.5,1164847.47,4952156.5,5506197.5,845,160,1005,Tier 3,0,0
PRJ-1111,Install,Africa,ZA,4809918,6809753.14,719630.96,848551.69,5529548.96,7658304.83,1417,216,1633,Tier 2,1,0
PRJ-1112,Service,Asia,JP,2414452,3273205.21,606800,676769.57,3021252,3949974.79,261,28,289,Tier 3,6,3
PRJ-1113,Service,Europe,DE,2606753,3617812.64,581133.83,635017.33,3187886.83,4252829.97,400,33,433,Tier 3,0,0
PRJ-1114,Service,South America,BR,2453273,3360564.48,552570.16,754965.89,3005843.16,4115530.38,1481,223,1704,Tier 3,1,0
PRJ-1115,Service,North America,MX,1211684,2055844.48,207632.49,231072.61,1419316.49,2286917.09,1800,112,1912,Tier 3,7,6
PRJ-1116,Install,Africa,ZA,1110866,1187604.38,162871.99,172675.62,1273737.99,1360279.99,18,1,19,Tier 3,5,5
PRJ-1117,Install,Asia,CN,2122008,1559762.96,412043.83,422444.94,2534051.83,1982207.9,614,102,716,Tier 3,6,0
PRJ-1118,Install,North America,MX,1594882,1776126.88,373328.06,484512.33,1968210.06,2260639.21,1655,307,1962,Tier 3,3,2
PRJ-1119,Install,North America,US,1477603,1318894.24,97180.97,131060.12,1574783.97,1449954.36,1358,86,1444,Tier 3,2,1
PRJ-1120,Service,South America,AR,972435,640363.1,253957.67,375872.64,1226392.67,1016235.73,325,62,387,Tier 3,5,1
PRJ-1121,Energy,Europe,FR,3294790,4437657.96,720656.91,788622.79,4015446.91,5226280.76,538,38,576,Tier 3,6,6
PRJ-1122,Service,Europe,FR,4686291,7135394.03,1007133.22,1331956.43,5693424.22,8467350.45,866,75,941,Tier 2,3,3
PRJ-1123,Service,Europe,DE,3889590,3806907.41,561271.34,673367.78,4450861.34,4480275.19,1106,211,1317,Tier 3,1,0
PRJ-1124,Energy,South America,BR,3722632,6270218.37,835418.96,888283.2,4558050.96,7158501.57,1504,255,1759,Tier 3,6,6
PRJ-1125,Service,Europe,DE,1902949,3188428.79,550967.61,709600.4,2453916.61,3898029.2,1655,95,1750,Tier 3,10,10
PRJ-1126,Energy,North America,US,2949630,2468639.29,42355,51356.54,2991985,2519995.82,1782,82,1864,Tier 3,8,8
PRJ-1127,Service,North America,US,3898599,6826065.65,899763.55,1146457.43,4798362.55,7972523.08,1480,233,1713,Tier 3,1,0
PRJ-1128,Energy,Oceania,NZ,2695062,2401913.35,423038.95,548492.9,3118100.95,2950406.24,1114,146,1260,Tier 3,2,2
PRJ-1129,Service,Asia,JP,2947337,4054143.32,237763.23,286948.06,3185100.23,4341091.38,106,18,124,Tier 3,2,0
PRJ-1130,Energy,North America,MX,4037879,5065566.03,445450.95,475084.46,4483329.95,5540650.49,501,26,527,Tier 3,1,1
PRJ-1131,Service,Asia,CN,1827730,3227230.21,28329.56,33022.52,1856059.56,3260252.73,1188,3,1191,Tier 3,0,0
PRJ-1132,Service,Asia,CN,1201251,786471.77,243873.67,345215.58,1445124.67,1131687.35,1784,338,2122,Tier 3,3,3
PRJ-1133,Energy,Oceania,AU,3343844,3723243.61,92701.49,120884.6,3436545.49,3844128.21,930,127,1057,Tier 3,9,9
PRJ-1134,Service,Africa,EG,4369204,2652571.32,877537.31,1148337.48,5246741.31,3800908.8,507,50,557,Tier 2,3,3
PRJ-1135,Energy,North America,US,4232909,3553926.87,232380.76,346093.78,4465289.76,3900020.65,1632,101,1733,Tier 3,4,1
PRJ-1136,Service,Asia,JP,419884,568262.35,92507.45,112769.75,512391.45,681032.1,924,136,1060,Tier 4,6,2
PRJ-1137,Install,Asia,JP,3408077,3415075.67,609753.76,645976.19,4017830.76,4061051.86,365,68,433,Tier 3,9,3
PRJ-1138,Energy,Oceania,AU,3474606,3116006.52,494838.95,555368.7,3969444.95,3671375.22,1634,133,1767,Tier 3,4,0
PRJ-1139,Energy,Africa,ZA,1178177,1761960.9,237102,290419.57,1415279,2052380.47,1177,57,1234,Tier 3,0,0
PRJ-1140,Service,North America,MX,1192323,1745994.3,195116.8,241900.11,1387439.8,1987894.42,1150,163,1313,Tier 3,10,1
PRJ-1141,Energy,South America,BR,1534960,1108294.72,357134.52,415755.37,1892094.52,1524050.09,1178,112,1290,Tier 3,7,1
PRJ-1142,Energy,Oceania,AU,4293645,3026839.98,143391.17,189847.06,4437036.17,3216687.04,399,77,476,Tier 3,9,6
PRJ-1143,Install,North America,US,4158687,3316251.3,729823.4,770801.6,4888510.4,4087052.91,1026,103,1129,Tier 3,7,0
PRJ-1144,Energy,Asia,JP,409211,380151.36,51272.37,55470.34,460483.37,435621.7,385,41,426,Tier 4,5,4
PRJ-1145,Install,Africa,ZA,856939,1199817.04,41267.15,43691.51,898206.15,1243508.55,199,25,224,Tier 4,4,3
PRJ-1146,Energy,Oceania,NZ,2154203,2739973.86,332910,377895.08,2487113,3117868.94,370,48,418,Tier 3,6,3
PRJ-1147,Install,Africa,ZA,4864306,3077176.45,493618.72,670774.77,5357924.72,3747951.22,173,2,175,Tier 2,7,6
PRJ-1148,Service,Asia,JP,3073248,5434000.74,66750.91,87481.05,3139998.91,5521481.79,1178,9,1187,Tier 3,5,3
PRJ-1149,Install,North America,MX,1810933,1520088.48,126406.57,142984.92,1937339.57,1663073.4,343,37,380,Tier 3,7,3
PRJ-1150,Install,Africa,EG,2189548,1386304.19,510111.46,564969.01,2699659.46,1951273.2,183,2,185,Tier 3,0,0
PRJ-1151,Energy,Africa,ZA,319713,235978.74,25527.3,26413.17,345240.3,262391.9,1067,86,1153,Tier 4,2,2
PRJ-1152,Energy,South America,AR,1420817,1920535.14,104933.03,155416.69,1525750.03,2075951.83,983,16,999,Tier 3,5,4
PRJ-1153,Install,Oceania,NZ,670216,728844.64,109035.1,116096.57,779251.1,844941.21,482,18,500,Tier 4,4,1
PRJ-1154,Energy,Europe,DE,2211787,1472857.04,646468.38,848969.57,2858255.38,2321826.61,450,64,514,Tier 3,3,0
PRJ-1155,Energy,Oceania,NZ,1934718,1618954.6,438125.23,573206.49,2372843.23,2192161.09,247,11,258,Tier 3,0,0
PRJ-1156,Install,South America,BR,1957397,2041589.33,98982.06,106584.39,2056379.06,2148173.73,297,43,340,Tier 3,9,6
PRJ-1157,Energy,Oceania,NZ,3518784,3165570.76,600091.42,816826.57,4118875.42,3982397.34,914,4,918,Tier 3,2,1
PRJ-1158,Install,Asia,JP,4653951,7016389.46,760429.2,869738.83,5414380.2,7886128.28,1202,185,1387,Tier 2,8,2
PRJ-1159,Service,Africa,EG,908830,1112573.68,30886.71,44082.44,939716.71,1156656.12,433,58,491,Tier 4,1,0
PRJ-1160,Service,Oceania,AU,2240738,3249465.04,632297.95,861635.08,2873035.95,4111100.11,197,36,233,Tier 3,6,1
PRJ-1161,Install,Europe,FR,3684625,3784934.09,494248.65,718483.33,4178873.65,4503417.43,1694,69,1763,Tier 3,10,0
PRJ-1162,Install,North America,MX,3839515,3051133.93,1017059.92,1312169.78,4856574.92,4363303.71,76,11,87,Tier 3,9,5
PRJ-1163,Install,Africa,EG,2445212,4169718.24,342566.49,469630.8,2787778.49,4639349.04,1430,249,1679,Tier 3,2,1
PRJ-1164,Install,Europe,FR,354485,473995.81,104738.03,111694.1,459223.03,585689.91,1671,267,1938,Tier 4,4,0
PRJ-1165,Energy,Oceania,AU,3932373,5442926.35,937145.06,1088517.14,4869518.06,6531443.49,543,76,619,Tier 3,7,6
PRJ-1166,Install,North America,MX,2935355,3709460.09,34747.61,47942.68,2970102.61,3757402.77,1528,54,1582,Tier 3,2,1
PRJ-1167,Service,Asia,CN,3944555,5825273.2,293899.14,410257.73,4238454.14,6235530.93,1751,333,2084,Tier 3,1,0
PRJ-1168,Install,South America,AR,931617,1186857.93,33488.14,40892.89,965105.14,1227750.83,220,16,236,Tier 4,2,2
PRJ-1169,Energy,North America,US,1302894,1997374.37,177663.66,231310.44,1480557.66,2228684.81,1253,102,1355,Tier 3,8,2
PRJ-1170,Install,Asia,CN,480970,646866.06,115458.21,171606.28,596428.21,818472.35,639,103,742,Tier 4,5,5
PRJ-1171,Install,South America,BR,229541,151379.06,51019.92,71114.95,280560.92,222494.02,812,90,902,Tier 4,2,2
PRJ-1172,Energy,Europe,DE,4010704,6821186.02,1090342.12,1614242.82,5101046.12,8435428.84,510,71,581,Tier 2,2,2
PRJ-1173,Energy,Asia,CN,3521908,5950231.05,191776.94,230759.32,3713684.94,6180990.38,471,71,542,Tier 3,1,1
PRJ-1174,Service,Africa,EG,4822291,3341265.16,239686.3,283088.23,5061977.3,3624353.39,236,44,280,Tier 2,10,8
PRJ-1175,Energy,Oceania,AU,3757931,4346427.68,599386.43,771209.89,4357317.43,5117637.57,786,63,849,Tier 3,10,3
PRJ-1176,Energy,Europe,DE,1820916,1817454.06,244412.5,314879.94,2065328.5,2132334,581,11,592,Tier 3,3,3
PRJ-1177,Install,Europe,DE,1648617,2112833.57,189251.6,265295.12,1837868.6,2378128.69,552,69,621,Tier 3,7,4
PRJ-1178,Install,North America,US,929939,1584765.57,144057.87,180973.42,1073996.87,1765739,1337,0,1337,Tier 3,10,5
PRJ-1179,Energy,Europe,FR,2880814,3970160.01,224937.12,245369.77,3105751.12,4215529.78,1169,1,1170,Tier 3,10,0
PRJ-1180,Service,Asia,JP,504516,313852.09,23544.97,32401.24,528060.97,346253.33,1567,68,1635,Tier 4,0,0
PRJ-1181,Install,Africa,ZA,625485,1043597.04,14210.11,20283.57,639695.11,1063880.61,917,21,938,Tier 4,9,5
PRJ-1182,Install,Oceania,NZ,2510830,2968764.03,609991.08,758733.92,3120821.08,3727497.95,1333,96,1429,Tier 3,4,2
PRJ-1183,Install,North America,US,4852935,6669865.42,1377923.64,2061706.61,6230858.64,8731572.03,978,145,1123,Tier 2,4,1
PRJ-1184,Service,Europe,DE,2577492,1547883.87,487836.03,557430.08,3065328.03,2105313.94,1494,80,1574,Tier 3,10,1
PRJ-1185,Service,Europe,DE,837975,954496.46,120039.55,136858.65,958014.55,1091355.11,1571,117,1688,Tier 4,7,6
PRJ-1186,Install,North America,MX,4885366,6888794.68,800665.45,1138015.92,5686031.45,8026810.6,48,9,57,Tier 2,3,1
PRJ-1187,Install,Oceania,AU,3896371,3399484.47,1093634.15,1367638.13,4990005.15,4767122.6,1618,244,1862,Tier 3,9,1
PRJ-1188,Energy,North America,MX,2241583,1408069.55,300943.15,403320.07,2542526.15,1811389.62,1281,236,1517,Tier 3,5,0
PRJ-1189,Install,Oceania,NZ,3788091,4137171.54,387262.82,557526.71,4175353.82,4694698.25,965,30,995,Tier 3,8,5
PRJ-1190,Service,Oceania,AU,4098109,5532079.52,184518.38,225644.5,4282627.38,5757724.02,1025,68,1093,Tier 3,1,1
PRJ-1191,Install,Oceania,NZ,879048,873781.26,60008.7,84963.6,939056.7,958744.86,1596,87,1683,Tier 4,1,0
PRJ-1192,Service,North America,US,2523772,4454273.68,68483.31,81869.96,2592255.31,4536143.64,103,1,104,Tier 3,4,1
PRJ-1193,Install,Oceania,NZ,264966,277544.25,39994.86,53446.76,304960.86,330991.01,754,106,860,Tier 4,9,8
PRJ-1194,Energy,North America,MX,4420064,3827968.88,531297.68,708865.4,4951361.68,4536834.28,1644,286,1930,Tier 3,5,2
PRJ-1195,Service,South America,BR,1401188,1838271.26,237949.51,253635.69,1639137.51,2091906.95,553,64,617,Tier 3,5,3
PRJ-1196,Install,Asia,CN,1933295,1504458.99,555699.67,594775.19,2488994.67,2099234.18,1187,33,1220,Tier 3,2,2
PRJ-1197,Install,South America,AR,2368100,2948377.21,497637.43,628407.43,2865737.43,3576784.64,306,19,325,Tier 3,6,6
PRJ-1198,Energy,North America,MX,1242506,2079387.46,134731.93,186125.28,1377237.93,2265512.74,1393,23,1416,Tier 3,9,7
PRJ-1199,Service,Europe,DE,2445758,2692341.84,571581.88,764713.72,3017339.88,3457055.56,1120,213,1333,Tier 3,7,0
PRJ-1200,Service,Asia,CN,3432074,3663653.33,986742.96,1303418.18,4418816.96,4967071.5,1536,166,1702,Tier 3,5,5
PRJ-1201,Service,North America,US,3161899,3782941.4,759829.52,848099.86,3921728.52,4631041.26,640,25,665,Tier 3,1,1
PRJ-1202,Energy,South America,AR,2134964,2691817.65,21559.04,25597.63,2156523.04,2717415.28,799,128,927,Tier 3,1,1
PRJ-1203,Service,Asia,JP,2952208,2480888.29,733304.7,1089261.41,3685512.7,3570149.7,262,51,313,Tier 3,8,0
PRJ-1204,Energy,Asia,CN,2913961,4460327.33,644916.45,874578.94,3558877.45,5334906.28,1727,344,2071,Tier 3,5,3
PRJ-1205,Energy,Oceania,AU,1663904,2283574.52,25160.34,26465.19,1689064.34,2310039.7,403,56,459,Tier 3,9,7
PRJ-1206,Service,Oceania,AU,465922,446246.56,131382.87,143219.27,597304.87,589465.84,613,93,706,Tier 4,0,0
PRJ-1207,Service,North America,US,3809972,6290363.97,946495.49,1241414.71,4756467.49,7531778.67,1052,190,1242,Tier 3,9,3
PRJ-1208,Service,Europe,DE,1893037,1696049.92,18632.97,20245.66,1911669.97,1716295.59,1453,124,1577,Tier 3,2,1
PRJ-1209,Service,Africa,EG,2966718,2283422.96,408314.73,420846.78,3375032.73,2704269.74,645,79,724,Tier 3,7,7
PRJ-1210,Install,North America,MX,4065861,2709183.06,393113.64,483598.46,4458974.64,3192781.52,472,57,529,Tier 3,0,0
PRJ-1211,Service,Asia,CN,332721,491490.37,93007.81,93290.79,425728.81,584781.16,298,18,316,Tier 4,9,3
PRJ-1212,Service,Africa,ZA,105757,92932.96,18353.7,21498.12,124110.7,114431.08,483,64,547,Tier 5,9,6
PRJ-1213,Energy,Europe,DE,446385,480543.06,108724.9,137885.96,555109.9,618429.02,365,65,430,Tier 4,8,0
PRJ-1214,Install,Asia,JP,2692532,3568020.99,741762.55,1034094.46,3434294.55,4602115.45,414,54,468,Tier 3,6,6
PRJ-1215,Install,Europe,DE,3817874,5339223.3,703273.55,901720.59,4521147.55,6240943.88,571,79,650,Tier 3,7,0
PRJ-1216,Service,Asia,CN,2213599,1479643.79,297550.47,388020.5,2511149.47,1867664.29,766,120,886,Tier 3,10,8
PRJ-1217,Install,Oceania,AU,3978223,5980023.37,684429.39,695484.47,4662652.39,6675507.84,360,45,405,Tier 3,6,4
PRJ-1218,Energy,Europe,DE,2276062,2700038.41,398081.68,460707.14,2674143.68,3160745.55,1582,177,1759,Tier 3,2,2
PRJ-1219,Energy,Africa,EG,4850376,8008944.47,935192.19,1241368.39,5785568.19,9250312.86,750,69,819,Tier 2,5,0
PRJ-1220,Energy,Asia,CN,2711201,4434875.97,303545.09,350683.52,3014746.09,4785559.48,767,139,906,Tier 3,1,0
PRJ-1221,Install,Europe,DE,2427120,2283830.12,581319.13,766914.52,3008439.13,3050744.63,911,151,1062,Tier 3,2,2
PRJ-1222,Install,South America,BR,753215,732874.01,66303.88,90229.88,819518.88,823103.89,1239,234,1473,Tier 4,0,0
PRJ-1223,Install,Africa,ZA,2062746,3373074.25,464538.79,669722.82,2527284.79,4042797.07,1208,72,1280,Tier 3,6,6
PRJ-1224,Energy,Oceania,AU,1787557,2370969.1,143755.6,208666.52,1931312.6,2579635.61,658,34,692,Tier 3,6,5
PRJ-1225,Install,Asia,CN,3094944,4322895.73,616279.36,731031.61,3711223.36,5053927.34,1336,266,1602,Tier 3,0,0
PRJ-1226,Energy,South America,AR,2478679,3209019.3,315370.44,469879.04,2794049.44,3678898.34,930,171,1101,Tier 3,4,1
PRJ-1227,Service,North America,MX,4449355,3924622.27,963830.27,1272067.59,5413185.27,5196689.85,1487,191,1678,Tier 2,1,0
PRJ-1228,Install,Africa,EG,4470233,2835027.34,758965.31,843461.17,5229198.31,3678488.51,753,13,766,Tier 2,0,0
PRJ-1229,Install,South America,AR,3091148,2520970.71,138955.49,193921.91,3230103.49,2714892.62,733,31,764,Tier 3,10,10
PRJ-1230,Energy,Africa,EG,2287994,3849497.67,441041.36,630378.33,2729035.36,4479876,254,35,289,Tier 3,9,2
PRJ-1231,Install,Asia,JP,1827840,3183062.52,82052.74,115198.63,1909892.74,3298261.15,1076,55,1131,Tier 3,4,1
PRJ-1232,Install,South America,AR,4581750,6847452.01,660296.22,734839.25,5242046.22,7582291.25,1223,39,1262,Tier 2,1,0
PRJ-1233,Install,South America,BR,1854292,2935767.76,553957.39,792031.35,2408249.39,3727799.11,136,22,158,Tier 3,9,6
PRJ-1234,Energy,Africa,EG,2935284,2213753.24,53731.33,73532.94,2989015.33,2287286.19,91,8,99,Tier 3,10,6
PRJ-1235,Energy,Oceania,AU,4541078,3793732.79,677233.04,894526.76,5218311.04,4688259.55,667,62,729,Tier 2,3,3
PRJ-1236,Install,Asia,JP,1379127,1913776.59,170694.07,204189.02,1549821.07,2117965.61,1823,80,1903,Tier 3,5,2
PRJ-1237,Service,North America,MX,990105,1497487.12,103650.63,110177.96,1093755.63,1607665.08,246,43,289,Tier 3,2,0
PRJ-1238,Service,Europe,DE,1085366,1479673.68,209860.32,234597.33,1295226.32,1714271.01,100,17,117,Tier 3,1,0
PRJ-1239,Service,South America,BR,1068440,1904136.88,273173.97,369716.06,1341613.97,2273852.95,256,14,270,Tier 3,0,0
PRJ-1240,Service,North America,US,2722421,4239410.63,747151.88,997041.98,3469572.88,5236452.61,69,6,75,Tier 3,0,0
PRJ-1241,Service,Oceania,AU,2009550,3513403.53,398631.23,439742.93,2408181.23,3953146.46,172,21,193,Tier 3,2,1
PRJ-1242,Service,Europe,DE,1020387,1502054.42,4351.68,6399.33,1024738.68,1508453.75,1150,139,1289,Tier 3,2,2
PRJ-1243,Install,Asia,CN,265356,283167.8,76470.57,80255.83,341826.57,363423.63,836,7,843,Tier 4,5,4
PRJ-1244,Energy,Oceania,NZ,2550042,2939129.41,22954.3,29485.2,2572996.3,2968614.61,1601,19,1620,Tier 3,4,2
PRJ-1245,Service,Africa,EG,1026106,1534379.32,112199.33,144618.27,1138305.33,1678997.59,342,40,382,Tier 3,2,0
PRJ-1246,Service,Europe,DE,2555687,3695253.94,499335.28,509483.45,3055022.28,4204737.39,814,142,956,Tier 3,7,5
PRJ-1247,Energy,Africa,ZA,4191793,5309981.07,994844.85,1091668.74,5186637.85,6401649.81,108,10,118,Tier 2,3,1
PRJ-1248,Service,Europe,FR,4705599,3491968.64,22301.87,27029.01,4727900.87,3518997.65,799,88,887,Tier 3,5,3
PRJ-1249,Service,Europe,FR,3652695,6230502.64,898243.97,971731.8,4550938.97,7202234.44,166,18,184,Tier 3,10,1
